bookURI/type,bookURI/value,bookName/type,bookName/xml:lang,bookName/value,authorName/type,authorName/xml:lang,authorName/value,authorMovement/type,authorMovement/xml:lang,authorMovement/value,bookGenre/type,bookGenre/xml:lang,bookGenre/value,bookAbstract/type,bookAbstract/xml:lang,bookAbstract/value
uri,http://dbpedia.org/resource/Canne_al_vento,literal,en,Canne al vento,literal,en,Grazia Deledda,literal,en,Literary realism,literal,en,Novel,literal,en,"Canne al vento ([ˈkanne al ˈvɛnto]; Italian for ""Reeds in the wind"") is a novel by the Italian author and Nobel Prize winner Grazia Deledda. After being published by episodes on L'Illustrazione Italiana, in the period January 13–27, 1913, it was released as a volume by editor Fratelli Treves in Milan. It's considered the most notable work written by Deledda. The title of the book is an allusion to human frailty and sorrow, which was already found in Elias Portolu, written in 1903: Uomini siamo, Elias, uomini fragili come canne, pensaci bene. Al di sopra di noi c'è una forza che non possiamo vincere. («We are human, Elias, as frail as reeds: think carefully. There's a force we can't defeat above us.»)"
uri,http://dbpedia.org/resource/White-Jacket,literal,en,White-Jacket,literal,en,Herman Melville,literal,en,Romanticism,literal,en,Adventure fiction,literal,en,"White-Jacket; or, The World in a Man-of-War is the fifth book by American writer Herman Melville, first published in London in 1850. The book is based on the author's fourteen months service in the United States Navy, aboard the frigate USS United States."
uri,http://dbpedia.org/resource/Billy_Budd,literal,en,Billy Budd,literal,en,Herman Melville,literal,en,Romanticism,literal,en,Adventure fiction,literal,en,"Billy Budd, Sailor  is a novella by American writer Herman Melville, first published posthumously in London in 1924. Melville began writing the work in November 1888, but left it unfinished at his death in 1891. It was acclaimed by British critics as a masterpiece when published in London, and quickly took its place among the canon of significant works in the United States.The novella was discovered in manuscript form in 1919 by Raymond M. Weaver, who was studying Melville's papers as his first biographer. Melville's widow had begun to edit the manuscript, but had not been able to decide her husband's intentions at several key points or even to see his intended title. Poor transcription and misinterpretation of Melville's notes marred the first published versions of the text. After several years of study, Harrison Hayford and Merton M. Sealts, Jr. published what is now considered the best transcription and critical reading text in 1962.The novella was adapted as a stage play in 1951 and produced on Broadway, where it won the Donaldson Awards and Outer Critics Circle Awards for best play. Benjamin Britten adapted it as an opera by the same name, first performed in December 1951.The play was adapted into a film in 1962, produced, directed, co-written, and starring Peter Ustinov with Terence Stamp receiving an Academy Award nomination in his film debut."
uri,http://dbpedia.org/resource/Israel_Potter,literal,en,Israel Potter,literal,en,Herman Melville,literal,en,Romanticism,literal,en,Adventure fiction,literal,en,"Israel Potter: His Fifty Years of Exile is the eighth book by American writer Herman Melville, first published in serial form in Putnam's Monthly magazine between July 1854 and March 1855, and in book form by G. P. Putnam & Co. in March 1855. A pirated edition was also published in London by George Routledge in May 1855. The book is loosely based on a pamphlet (108-page) autobiography that Melville acquired in the 1840s, Life and Remarkable Adventures of Israel R. Potter (Providence, Rhode Island, 1824)."
uri,http://dbpedia.org/resource/Moby-Dick,literal,en,Moby-Dick,literal,en,Herman Melville,literal,en,Romanticism,literal,en,Adventure fiction,literal,en,"Moby-Dick; or, The Whale (1851) is a novel by Herman Melville considered an outstanding work of Romanticism  and the American Renaissance. Ishmael narrates the monomaniacal quest of Ahab, captain of the whaler Pequod, for revenge on Moby Dick, a white whale which on a previous voyage destroyed Ahab's ship and severed his leg at the knee. Although the novel was a commercial failure and out of print at the time of the author's death in 1891, its reputation as a Great American Novel grew during the 20th century. William Faulkner confessed he wished he had written it himself, and D. H. Lawrence called it ""one of the strangest and most wonderful books in the world"", and ""the greatest book of the sea ever written"".  ""Call me Ishmael"" is one of world literature's most famous opening sentences.The product of a year and a half of writing, the book is dedicated to Nathaniel Hawthorne, ""in token of my admiration for his genius"", and draws on Melville's experience at sea, on his reading in whaling literature, and on literary inspirations such as Shakespeare and the Bible. The detailed and realistic descriptions of whale hunting and of extracting whale oil, as well as life aboard ship among a culturally diverse crew, are mixed with exploration of class and social status, good and evil, and the existence of God. In addition to narrative prose, Melville uses styles and literary devices ranging from songs, poetry and catalogs to Shakespearean stage directions, soliloquies and asides.The work was first published as The Whale in London in October 1851 and then under its definitive title Moby-Dick in New York in November. There were hundreds of slight but important differences between the two editions. The London publisher censored or changed sensitive passages and Melville made revisions as well, including the  last-minute change in the title for the New York edition. The whale, however, appears in both editions as ""Moby Dick"", with no hyphen. About 3,200 copies were sold during the author's life, earning him a little more than $1,200."
uri,"http://dbpedia.org/resource/Pierre:_or,_The_Ambiguities",literal,en,"Pierre: or, The Ambiguities",literal,en,Herman Melville,literal,en,Romanticism,literal,en,Psychological novel,literal,en,"Pierre; or, The Ambiguities is a novel, the seventh book, by American writer Herman Melville, first published in New York in 1852.  The plot, which uses many conventions of Gothic fiction, develops the psychological, sexual, and family tensions between Pierre Glendenning; his widowed mother; Glendenning Stanley, his cousin; Lucy Tartan, his fiancee; and Isabel Banford, who is revealed to be his half-sister.Coming after the lukewarm reaction to Moby-Dick, Pierre was a critical and financial disaster. Reviewers universally condemned both its morals and its style. Critics have more recently shown greater sympathy, seeing it as a ""psychological novel -- a study of the moods, thought processes, and perceptions of his hero.""  With the exception of Israel Potter, he never published another conventional novel, although he subsequently wrote and published many stories, including Bartleby, the Scrivener and Benito Cereno, and the experimental novel, The Confidence-Man."
uri,http://dbpedia.org/resource/Omoo,literal,en,Omoo,literal,en,Herman Melville,literal,en,Romanticism,literal,en,Travel literature,literal,en,"Omoo: A Narrative of Adventures in the South Seas is the second book by American writer Herman Melville, first published in London in 1847, and a sequel to his first South Sea narrative Typee, also based on the author's experiences in the South Pacific. After leaving the island of Nuku Hiva, the main character ships aboard a whaling vessel that makes its way to Tahiti, after which there is a mutiny and the majority of the crew are imprisoned on Tahiti."
uri,http://dbpedia.org/resource/Typee,literal,en,Typee,literal,en,Herman Melville,literal,en,Romanticism,literal,en,Travel literature,literal,en,"Typee: A Peep at Polynesian Life is the first book by American writer Herman Melville, published first in London, then New York, in 1846. Considered a classic in travel and adventure literature, the narrative is based on the author's actual experiences as a captive on the island Nuku Hiva in the South Pacific Marquesas Islands in 1842, and is liberally supplemented with imaginative reconstruction and adaptation of material from other books.  The title is from the name of a valley there called Tai Pi Vai. Typee was Melville's most popular work during his lifetime; it made him notorious as the ""man who lived among the cannibals""."
uri,http://dbpedia.org/resource/Billy_Budd,literal,en,Billy Budd,literal,en,Herman Melville,literal,en,Romanticism,literal,en,Nautical fiction,literal,en,"Billy Budd, Sailor  is a novella by American writer Herman Melville, first published posthumously in London in 1924. Melville began writing the work in November 1888, but left it unfinished at his death in 1891. It was acclaimed by British critics as a masterpiece when published in London, and quickly took its place among the canon of significant works in the United States.The novella was discovered in manuscript form in 1919 by Raymond M. Weaver, who was studying Melville's papers as his first biographer. Melville's widow had begun to edit the manuscript, but had not been able to decide her husband's intentions at several key points or even to see his intended title. Poor transcription and misinterpretation of Melville's notes marred the first published versions of the text. After several years of study, Harrison Hayford and Merton M. Sealts, Jr. published what is now considered the best transcription and critical reading text in 1962.The novella was adapted as a stage play in 1951 and produced on Broadway, where it won the Donaldson Awards and Outer Critics Circle Awards for best play. Benjamin Britten adapted it as an opera by the same name, first performed in December 1951.The play was adapted into a film in 1962, produced, directed, co-written, and starring Peter Ustinov with Terence Stamp receiving an Academy Award nomination in his film debut."
uri,http://dbpedia.org/resource/Moby-Dick,literal,en,Moby-Dick,literal,en,Herman Melville,literal,en,Romanticism,literal,en,Nautical fiction,literal,en,"Moby-Dick; or, The Whale (1851) is a novel by Herman Melville considered an outstanding work of Romanticism  and the American Renaissance. Ishmael narrates the monomaniacal quest of Ahab, captain of the whaler Pequod, for revenge on Moby Dick, a white whale which on a previous voyage destroyed Ahab's ship and severed his leg at the knee. Although the novel was a commercial failure and out of print at the time of the author's death in 1891, its reputation as a Great American Novel grew during the 20th century. William Faulkner confessed he wished he had written it himself, and D. H. Lawrence called it ""one of the strangest and most wonderful books in the world"", and ""the greatest book of the sea ever written"".  ""Call me Ishmael"" is one of world literature's most famous opening sentences.The product of a year and a half of writing, the book is dedicated to Nathaniel Hawthorne, ""in token of my admiration for his genius"", and draws on Melville's experience at sea, on his reading in whaling literature, and on literary inspirations such as Shakespeare and the Bible. The detailed and realistic descriptions of whale hunting and of extracting whale oil, as well as life aboard ship among a culturally diverse crew, are mixed with exploration of class and social status, good and evil, and the existence of God. In addition to narrative prose, Melville uses styles and literary devices ranging from songs, poetry and catalogs to Shakespearean stage directions, soliloquies and asides.The work was first published as The Whale in London in October 1851 and then under its definitive title Moby-Dick in New York in November. There were hundreds of slight but important differences between the two editions. The London publisher censored or changed sensitive passages and Melville made revisions as well, including the  last-minute change in the title for the New York edition. The whale, however, appears in both editions as ""Moby Dick"", with no hyphen. About 3,200 copies were sold during the author's life, earning him a little more than $1,200."
uri,http://dbpedia.org/resource/Battle-Pieces_and_Aspects_of_the_War,literal,en,Battle-Pieces and Aspects of the War,literal,en,Herman Melville,literal,en,Romanticism,literal,en,American poetry,literal,en,"Battle-Pieces and Aspects of the War (1866) is the first book of poetry published by American author Herman Melville.  The volume is dedicated ""To the Memory of the Three Hundred Thousand Who in the War For the Maintenance of the Union Fell Devotedly Under the Flag of Their Country"" and its 72 poems deal with the battles and personalities of the American Civil War and their aftermath.Critics at the time were at best respectful and often sharply critical of Melville's unorthodox style. The book had sold only 486 copies by 1868 and recovered barely half of its publications costs. Not until the latter half of the twentieth century did Battle-Pieces become regarded as one of the most important group of poems on the American Civil War."
uri,http://dbpedia.org/resource/Mardi,literal,en,Mardi,literal,en,Herman Melville,literal,en,Romanticism,literal,en,Romance novel,literal,en,"Mardi, and a Voyage Thither is the third book by American writer Herman Melville, first published in London in 1849. Beginning as a travelogue in the vein of the author's two previous efforts, the adventure story gives way to a romance story, which in its turn gives way to a philosophical quest."
uri,http://dbpedia.org/resource/Wuthering_Heights,literal,en,Wuthering Heights,literal,en,Emily Brontë,literal,en,Romanticism,literal,en,Gothic fiction,literal,en,"Wuthering Heights is Emily Brontë's only novel. Written between October 1845 and June 1846, Wuthering Heights was published in 1847 under the pseudonym ""Ellis Bell""; Brontë died the following year, aged 30. Wuthering Heights and Anne Brontë's Agnes Grey were accepted by publisher Thomas Newby before the success of their sister Charlotte's novel, Jane Eyre. After Emily's death, Charlotte edited the manuscript of Wuthering Heights, and arranged for the edited version to be published as a posthumous second edition in 1850.Although Wuthering Heights is now widely regarded as a classic of English literature, contemporary reviews for the novel were deeply polarised; it was considered controversial because its depiction of mental and physical cruelty was unusually stark, and it challenged strict Victorian ideals of the day, including religious hypocrisy, morality, social classes and gender inequality. The English poet and painter Dante Gabriel Rossetti referred to it as ""A fiend of a book – an incredible monster ... The action is laid in hell, – only it seems places and people have English names there.""In the second half of the 19th century, Charlotte Brontë's Jane Eyre was considered the best of the Brontë sisters' works, but following later re-evaluation, critics began to argue that Wuthering Heights was superior. The book has inspired adaptations, including film, radio and television dramatisations, a musical by Bernard J. Taylor, a ballet, operas (by Bernard Herrmann, Carlisle Floyd, and Frédéric Chaslin), a role-playing game, and a 1978 song by Kate Bush."
uri,http://dbpedia.org/resource/The_Confidence-Man,literal,en,The Confidence-Man,literal,en,Herman Melville,literal,en,Romanticism,literal,en,Satire,literal,en,"The Confidence-Man: His Masquerade is the ninth book and final novel by American writer Herman Melville, first published in New York in 1857. The book was published on April 1, presumably the exact day of the novel's setting. The Confidence-Man portrays a Canterbury Tales–style group of steamboat passengers whose interlocking stories are told as they travel down the Mississippi River toward New Orleans. According to scholar Robert Milder its reputation has been rising: ""Long mistaken for a flawed novel, the book is now admired as a masterpiece of irony and control, though it continues to resist interpretive consensus."" After the novel's publication, Melville turned from professional writing and became a professional lecturer, mainly addressing his worldwide travels, and later for nineteen years a federal government employee."
uri,http://dbpedia.org/resource/Moby-Dick,literal,en,Moby-Dick,literal,en,Herman Melville,literal,en,Romanticism,literal,en,Novel,literal,en,"Moby-Dick; or, The Whale (1851) is a novel by Herman Melville considered an outstanding work of Romanticism  and the American Renaissance. Ishmael narrates the monomaniacal quest of Ahab, captain of the whaler Pequod, for revenge on Moby Dick, a white whale which on a previous voyage destroyed Ahab's ship and severed his leg at the knee. Although the novel was a commercial failure and out of print at the time of the author's death in 1891, its reputation as a Great American Novel grew during the 20th century. William Faulkner confessed he wished he had written it himself, and D. H. Lawrence called it ""one of the strangest and most wonderful books in the world"", and ""the greatest book of the sea ever written"".  ""Call me Ishmael"" is one of world literature's most famous opening sentences.The product of a year and a half of writing, the book is dedicated to Nathaniel Hawthorne, ""in token of my admiration for his genius"", and draws on Melville's experience at sea, on his reading in whaling literature, and on literary inspirations such as Shakespeare and the Bible. The detailed and realistic descriptions of whale hunting and of extracting whale oil, as well as life aboard ship among a culturally diverse crew, are mixed with exploration of class and social status, good and evil, and the existence of God. In addition to narrative prose, Melville uses styles and literary devices ranging from songs, poetry and catalogs to Shakespearean stage directions, soliloquies and asides.The work was first published as The Whale in London in October 1851 and then under its definitive title Moby-Dick in New York in November. There were hundreds of slight but important differences between the two editions. The London publisher censored or changed sensitive passages and Melville made revisions as well, including the  last-minute change in the title for the New York edition. The whale, however, appears in both editions as ""Moby Dick"", with no hyphen. About 3,200 copies were sold during the author's life, earning him a little more than $1,200."
uri,http://dbpedia.org/resource/Moby-Dick,literal,en,Moby-Dick,literal,en,Herman Melville,literal,en,Romanticism,literal,en,Epic (genre),literal,en,"Moby-Dick; or, The Whale (1851) is a novel by Herman Melville considered an outstanding work of Romanticism  and the American Renaissance. Ishmael narrates the monomaniacal quest of Ahab, captain of the whaler Pequod, for revenge on Moby Dick, a white whale which on a previous voyage destroyed Ahab's ship and severed his leg at the knee. Although the novel was a commercial failure and out of print at the time of the author's death in 1891, its reputation as a Great American Novel grew during the 20th century. William Faulkner confessed he wished he had written it himself, and D. H. Lawrence called it ""one of the strangest and most wonderful books in the world"", and ""the greatest book of the sea ever written"".  ""Call me Ishmael"" is one of world literature's most famous opening sentences.The product of a year and a half of writing, the book is dedicated to Nathaniel Hawthorne, ""in token of my admiration for his genius"", and draws on Melville's experience at sea, on his reading in whaling literature, and on literary inspirations such as Shakespeare and the Bible. The detailed and realistic descriptions of whale hunting and of extracting whale oil, as well as life aboard ship among a culturally diverse crew, are mixed with exploration of class and social status, good and evil, and the existence of God. In addition to narrative prose, Melville uses styles and literary devices ranging from songs, poetry and catalogs to Shakespearean stage directions, soliloquies and asides.The work was first published as The Whale in London in October 1851 and then under its definitive title Moby-Dick in New York in November. There were hundreds of slight but important differences between the two editions. The London publisher censored or changed sensitive passages and Melville made revisions as well, including the  last-minute change in the title for the New York edition. The whale, however, appears in both editions as ""Moby Dick"", with no hyphen. About 3,200 copies were sold during the author's life, earning him a little more than $1,200."
uri,http://dbpedia.org/resource/Sentimental_Education,literal,en,Sentimental Education,literal,en,Gustave Flaubert,literal,en,Romanticism,literal,en,Realism (arts),literal,en,"Sentimental Education (French: L'Éducation sentimentale, 1869) is a novel by Gustave Flaubert, that is considered one of the most influential novels of the 19th century, being praised by contemporaries George Sand, Émile Zola, but criticised by Henry James. The story focuses on the romantic life of a young man at the time of the French Revolution of 1848."
uri,http://dbpedia.org/resource/The_Landlady_(Fyodor_Dostoyevsky),literal,en,The Landlady (Fyodor Dostoyevsky),literal,en,Fyodor Dostoyevsky,literal,en,Literary realism,literal,en,Fantasy literature,literal,en,"The Landlady (Russian: Хозяйка, Khozayka) is a novella by Russian author Fyodor Dostoyevsky, written in 1847. Set in Saint Petersburg, it tells of an abstracted young man, Vasily Mikhailovich Ordynov, and his obsessive love for Katerina, the wife of a dismal husband whom Ordynkov perceives as a malignant fortune-teller or mystic. The story has echoes of Russian folklore and may contain autobiographical references. In its time The Landlady had a mixed reception, more recently being seen as perhaps unique in Dostoyevsky's oeuvre. The first part of the novella was published in October 1847 in Notes of the Fatherland, the second part in November that year."
uri,http://dbpedia.org/resource/The_House_of_the_Dead_(novel),literal,en,The House of the Dead (novel),literal,en,Fyodor Dostoyevsky,literal,en,Literary realism,literal,en,Philosophical fiction,literal,en,"The House of the Dead (Russian: Записки из Мёртвого дома, Zapiski iz Myortvogo doma) is a semi-autobiographical novel published in 1861-2 in the journal Vremya by Russian author Fyodor Dostoyevsky, which portrays the life of convicts in a Siberian prison camp. The novel has also been published under the titles Memoirs from the House of The Dead and Notes from the Dead House (or Notes from a Dead House). The book is a loosely-knit collection of facts, events and philosophical discussion organised by ""theme"" rather than as a continuous story. Dostoyevsky himself spent four years in exile in such a camp following his conviction for involvement in the Petrashevsky Circle. This experience allowed him to describe with great authenticity the conditions of prison life and the characters of the convicts."
uri,http://dbpedia.org/resource/The_Idiot,literal,en,The Idiot,literal,en,Fyodor Dostoyevsky,literal,en,Literary realism,literal,en,Philosophical fiction,literal,en,"The Idiot (Russian: Идио́т, Idiot) is a novel written by the 19th-century Russian author Fyodor Dostoyevsky. It was first published serially in The Russian Messenger between 1868 and 1869. The Idiot, alongside some of Dostoyevsky's other works, is often considered one of the most brilliant literary achievements of the ""Golden Age"" of Russian literature."
uri,http://dbpedia.org/resource/Demons_(Dostoyevsky_novel),literal,en,Demons (Dostoyevsky novel),literal,en,Fyodor Dostoyevsky,literal,en,Literary realism,literal,en,Philosophical fiction,literal,en,"Demons (Russian: Бесы, Bésy) is an anti-nihilistic novel by Fyodor Dostoyevsky, first published in the journal The Russian Messenger in 1871-2. It is the third of the four great novels written by Dostoyevsky after his return from Siberian exile, the others being Crime and Punishment (1866), The Idiot (1869) and The Brothers Karamazov (1880). Demons is a social and political satire, a psychological drama, and large scale tragedy. Joyce Carol Oates has described it as ""Dostoevsky's most confused and violent novel, and his most satisfyingly 'tragic' work.""Set in the 1860s, Demons is an allegory of the potentially catastrophic consequences of the political and moral nihilism that were becoming prevalent at that time in Russia. A provincial town descends into chaos as it becomes the focal point of an attempted revolution, orchestrated by master conspirator Pyotr Verkhovensky. The mysterious aristocratic figure of Nikolai Stavrogin—Verkhovensky's counterpart in the moral sphere—dominates the book, exercising an extraordinary influence over the hearts and minds of almost all the other characters. The idealistic, western-influenced generation of 1840s Russia, epitomized in the character of Stepan Verkhovensky (who is both Pyotr Verkhovensky's father and Nikolai Stavrogin's childhood teacher), are presented as the unconscious progenitors and helpless accomplices of the 'demonic' forces that take possession of the town.According to Ronald Hingley, Demons is Dostoyevsky's ""greatest onslaught on Nihilism"" and constitutes ""an awesome, prophetic warning which humanity...shows alarmingly few signs of heeding."" He describes it as ""one of humanity's most impressive achievements—perhaps even its supreme achievement—in the art of prose fiction."""
uri,http://dbpedia.org/resource/The_Brothers_Karamazov,literal,en,The Brothers Karamazov,literal,en,Fyodor Dostoyevsky,literal,en,Literary realism,literal,en,Philosophical fiction,literal,en,"The Brothers Karamazov (Russian: Бра́тья Карама́зовы, Brat'ya Karamazovy, pronounced [ˈbratʲjə kərɐˈmazəvɨ]), also translated as The Karamazov Brothers, is the final novel by the Russian author Fyodor Dostoyevsky. Dostoyevsky spent nearly two years writing The Brothers Karamazov, which was published as a serial in The Russian Messenger and completed in November 1880. The author died less than four months after its publication.The Brothers Karamazov is a passionate philosophical novel set in 19th century Russia, that enters deeply into the ethical debates of God, free will, and morality. It is a spiritual drama of moral struggles concerning faith, doubt, and reason, set against a modernizing Russia, with a plot which revolves around the subject of patricide. Dostoyevsky composed much of the novel in Staraya Russa, which inspired the main setting. Since its publication, it has been acclaimed as one of the supreme achievements in world literature."
uri,http://dbpedia.org/resource/Crime_and_Punishment,literal,en,Crime and Punishment,literal,en,Fyodor Dostoyevsky,literal,en,Literary realism,literal,en,Philosophical fiction,literal,en,"Crime and Punishment (Russian: Преступлéние и наказáние, tr. Prestupleniye i nakazaniye; IPA: [prʲɪstʊˈplʲenʲɪɪ ɪ nəkɐˈzanʲɪɪ]) is a novel by the Russian author Fyodor Dostoyevsky. It was first published in the literary journal The Russian Messenger in twelve monthly installments during 1866. It was later published in a single volume. It is the second of Dostoyevsky's full-length novels following his return from ten years of exile in Siberia. Crime and Punishment is considered the first great novel of his ""mature"" period of writing.Crime and Punishment focuses on the mental anguish and moral dilemmas of Rodion Raskolnikov, an impoverished ex-student in St. Petersburg who formulates and executes a plan to kill an unscrupulous pawnbroker for her cash. Raskolnikov, in attempts to defend his actions, argues that with the pawnbroker's money he can perform good deeds to counterbalance the crime, while ridding the world of a worthless vermin. He also commits the murder to test a theory of his that dictates some people are naturally capable of such actions, and even have the right to perform them. Several times throughout the novel, Raskolnikov compares himself with Napoleon Bonaparte and shares his belief that murder is permissible in pursuit of a higher purpose."
uri,http://dbpedia.org/resource/Crime_and_Punishment,literal,en,Crime and Punishment,literal,en,Fyodor Dostoyevsky,literal,en,Literary realism,literal,en,Psychological novel,literal,en,"Crime and Punishment (Russian: Преступлéние и наказáние, tr. Prestupleniye i nakazaniye; IPA: [prʲɪstʊˈplʲenʲɪɪ ɪ nəkɐˈzanʲɪɪ]) is a novel by the Russian author Fyodor Dostoyevsky. It was first published in the literary journal The Russian Messenger in twelve monthly installments during 1866. It was later published in a single volume. It is the second of Dostoyevsky's full-length novels following his return from ten years of exile in Siberia. Crime and Punishment is considered the first great novel of his ""mature"" period of writing.Crime and Punishment focuses on the mental anguish and moral dilemmas of Rodion Raskolnikov, an impoverished ex-student in St. Petersburg who formulates and executes a plan to kill an unscrupulous pawnbroker for her cash. Raskolnikov, in attempts to defend his actions, argues that with the pawnbroker's money he can perform good deeds to counterbalance the crime, while ridding the world of a worthless vermin. He also commits the murder to test a theory of his that dictates some people are naturally capable of such actions, and even have the right to perform them. Several times throughout the novel, Raskolnikov compares himself with Napoleon Bonaparte and shares his belief that murder is permissible in pursuit of a higher purpose."
uri,http://dbpedia.org/resource/Notes_from_Underground,literal,en,Notes from Underground,literal,en,Fyodor Dostoyevsky,literal,en,Literary realism,literal,en,Philosophy,literal,en,"Notes from Underground (Russian: Записки из подполья, Zapiski iz podpol'ya), also translated as Notes from the Underground or Letters from the Underworld, is an 1864 novella by Fyodor Dostoyevsky. Notes is considered by many to be the first existentialist novel. It presents itself as an excerpt from the rambling memoirs of a bitter, isolated, unnamed narrator (generally referred to by critics as the Underground Man) who is a retired civil servant living in St. Petersburg. The first part of the story is told in monologue form, or the underground man's diary, and attacks emerging Western philosophy, especially Nikolay Chernyshevsky's What Is to Be Done?. The second part of the book is called ""Àpropos of the Wet Snow"", and describes certain events that, it seems, are destroying and sometimes renewing the underground man, who acts as a first person, unreliable narrator."
uri,http://dbpedia.org/resource/The_Tenant_of_Wildfell_Hall,literal,en,The Tenant of Wildfell Hall,literal,en,Anne Brontë,literal,en,Realism (arts),literal,en,Social criticism,literal,en,"The Tenant of Wildfell Hall is the second and final novel by the English author Anne Brontë. It was first published in 1848 under the pseudonym Acton Bell. Probably the most shocking of the Brontës' novels, it had an instant and phenomenal success, but after Anne's death her sister Charlotte prevented its re-publication.The novel is framed as a series of letters from Gilbert Markham to his friend and brother-in-law about the events leading to his meeting his wife.A mysterious young widow arrives at Wildfell Hall, an Elizabethan mansion which has been empty for many years, with her young son and servant. She lives there in strict seclusion under the assumed name Helen Graham and very soon finds herself the victim of local slander. Refusing to believe anything scandalous about her, Gilbert Markham, a young farmer, discovers her dark secrets. In her diary, Helen writes about her husband's physical and moral decline through alcohol, and the world of debauchery and cruelty from which she has fled. This novel of marital betrayal is set within a moral framework tempered by Anne's optimistic belief in universal salvation.The Tenant of Wildfell Hall is mainly considered to be one of the first sustained feminist novels.May Sinclair, in 1913, said that the slamming of Helen's bedroom door against her husband reverberated throughout Victorian England.  In escaping her husband, Helen violates not only social conventions, but also English law."
uri,http://dbpedia.org/resource/Notes_from_Underground,literal,en,Notes from Underground,literal,en,Fyodor Dostoyevsky,literal,en,Literary realism,literal,en,Novella,literal,en,"Notes from Underground (Russian: Записки из подполья, Zapiski iz podpol'ya), also translated as Notes from the Underground or Letters from the Underworld, is an 1864 novella by Fyodor Dostoyevsky. Notes is considered by many to be the first existentialist novel. It presents itself as an excerpt from the rambling memoirs of a bitter, isolated, unnamed narrator (generally referred to by critics as the Underground Man) who is a retired civil servant living in St. Petersburg. The first part of the story is told in monologue form, or the underground man's diary, and attacks emerging Western philosophy, especially Nikolay Chernyshevsky's What Is to Be Done?. The second part of the book is called ""Àpropos of the Wet Snow"", and describes certain events that, it seems, are destroying and sometimes renewing the underground man, who acts as a first person, unreliable narrator."
uri,http://dbpedia.org/resource/The_Tenant_of_Wildfell_Hall,literal,en,The Tenant of Wildfell Hall,literal,en,Anne Brontë,literal,en,Realism (arts),literal,en,Epistolary novel,literal,en,"The Tenant of Wildfell Hall is the second and final novel by the English author Anne Brontë. It was first published in 1848 under the pseudonym Acton Bell. Probably the most shocking of the Brontës' novels, it had an instant and phenomenal success, but after Anne's death her sister Charlotte prevented its re-publication.The novel is framed as a series of letters from Gilbert Markham to his friend and brother-in-law about the events leading to his meeting his wife.A mysterious young widow arrives at Wildfell Hall, an Elizabethan mansion which has been empty for many years, with her young son and servant. She lives there in strict seclusion under the assumed name Helen Graham and very soon finds herself the victim of local slander. Refusing to believe anything scandalous about her, Gilbert Markham, a young farmer, discovers her dark secrets. In her diary, Helen writes about her husband's physical and moral decline through alcohol, and the world of debauchery and cruelty from which she has fled. This novel of marital betrayal is set within a moral framework tempered by Anne's optimistic belief in universal salvation.The Tenant of Wildfell Hall is mainly considered to be one of the first sustained feminist novels.May Sinclair, in 1913, said that the slamming of Helen's bedroom door against her husband reverberated throughout Victorian England.  In escaping her husband, Helen violates not only social conventions, but also English law."
uri,http://dbpedia.org/resource/Poor_Folk,literal,en,Poor Folk,literal,en,Fyodor Dostoyevsky,literal,en,Literary realism,literal,en,Epistolary novel,literal,en,"Poor Folk (Russian: Бедные люди, Bednye Lyudi), sometimes translated as Poor People, is the first novella by Fyodor Dostoyevsky, written over the span of nine months between 1844 and 1845. Dostoyevsky was in financial difficulty because of his extravagant living and his developing gambling addiction; although he had produced some translations of foreign novels, they had little success, and he decided to write a novel of his own to try to raise funds.Inspired by the works of Gogol, Pushkin, and Karamzin, as well as English and French authors, Poor Folk is written in the form of letters between the two main characters, Makar Devushkin and Varvara Dobroselova, who are poor second cousins. The novel showcases the life of poor people, their relationship with rich people, and poverty in general, all common themes of literary naturalism. A deep but odd friendship develops between them until Dobroselova loses her interest in literature, and later in communicating with Devushkin after a rich widower Mr. Bykov proposes to her. Devushkin, a prototype of the clerk found in many works of naturalistic literature at that time, retains his sentimental characteristics; Dobroselova abandons art, while Devushkin cannot live without literature.Contemporary critics lauded Poor Folk for its humanitarian themes. While Vissarion Belinsky dubbed the novel Russia's first ""social novel"" and Alexander Herzen called it a major socialist work, other critics detected parody and satire. The novel uses a complicated polyphony of voices from different perspectives and narrators. Initially offered by Dostoyevsky to the liberal-leaning magazine Fatherland Notes, the novel was published in the almanac, St. Petersburg Collection, on January 15, 1846. It became a huge success nationwide. Parts of it were translated into German by Wilhelm Wolfsohn and published in an 1846/1847 magazine. The first English translation was provided by Lena Milman in 1894, with an introduction by George Moore, cover art design by Aubrey Beardsley and publication by London's Mathews and Lane."
uri,http://dbpedia.org/resource/The_Landlady_(Fyodor_Dostoyevsky),literal,en,The Landlady (Fyodor Dostoyevsky),literal,en,Fyodor Dostoyevsky,literal,en,Literary realism,literal,en,Gothic fiction,literal,en,"The Landlady (Russian: Хозяйка, Khozayka) is a novella by Russian author Fyodor Dostoyevsky, written in 1847. Set in Saint Petersburg, it tells of an abstracted young man, Vasily Mikhailovich Ordynov, and his obsessive love for Katerina, the wife of a dismal husband whom Ordynkov perceives as a malignant fortune-teller or mystic. The story has echoes of Russian folklore and may contain autobiographical references. In its time The Landlady had a mixed reception, more recently being seen as perhaps unique in Dostoyevsky's oeuvre. The first part of the novella was published in October 1847 in Notes of the Fatherland, the second part in November that year."
